0	-2.0541	159.459	4229.52
1	0	0.194205	0
2	0	0.194205	0
3	0	0.194205	0
4	0	0.194205	0
5	0	0.194205	0
6	0	0.194205	0
7	0	0.194205	0
8	0	0.194205	0
9	0	0.194205	0
10	0	0.194205	0
11	0	0.194205	0
12	0	0.194205	0
13	0	0.194205	0
14	0	0.194205	0
15	0	0.194205	0
16	0	0.194205	0
17	0	0.194205	0
18	0	0.194205	0
19	0	0.194205	0
20	0	0.194205	0
21	0	0.194205	0
22	0	0.194205	0
23	0	0.194205	0
24	0	0.194205	0
25	0	0.194205	0
26	0	0.194205	0
27	0	0.194205	0
28	0	0.194205	0
29	0	0.194205	0
30	0	0.194205	0
31	0	0.194205	0
32	0	0.194205	0
33	0	0.194205	0
34	0	0.194205	0
35	0	0.194205	0
36	0	0.194205	0
37	0	0.194205	0
38	0	0.194205	0
39	0	0.194205	0
40	0	0.194205	0
41	0	0.194205	0
42	0	0.194205	0
43	0	0.194205	0
44	0	0.194205	0
45	0	0.194205	0
46	0	0.194205	0
47	0	0.194205	0
48	0	0.194205	0
49	0	0.194205	0
50	0	0.194205	0
51	0	0.194205	0
52	0	0.194205	0
53	0	0.194205	0
54	0	0.194205	0
55	0	0.194205	0
56	0	0.194205	0
57	0	0.194205	0
58	0	0.194205	0
59	0	0.194205	0
60	0	0.194205	0
61	0	0.194205	0
62	0	0.194205	0
63	0	0.194205	0
64	0	0.194205	0
65	0	0.194205	0
66	0	0.194205	0
67	0	0.194205	0
68	0	0.194205	0
69	0	0.194205	0
70	0	0.194205	0
71	0	0.194205	0
72	0	0.194205	0
73	0	0.194205	0
74	0	0.194205	0
75	0	0.194205	0
76	0	0.194205	0
77	0	0.194205	0
78	0	0.194205	0
79	0	0.194205	0
80	0	0.194205	0
81	0	0.194205	0
82	0	0.194205	0
83	0	0.194205	0
84	0	0.194205	0
85	0	0.194205	0
86	0	0.194205	0
87	0	0.194205	0
88	0	0.194205	0
89	0	0.194205	0
90	0	0.194205	0
91	0	0.194205	0
92	0	0.194205	0
93	0	0.194205	0
--------------------------------------------------------------------------
mpirun noticed that process rank 79 with PID 0 on node dev-intel16 exited on signal 9 (Killed).
--------------------------------------------------------------------------
